Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,Residential_Status,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_Type,Co-Applicant,Bank_Account_History,Transaction_Frequency,Default_Risk,Loan_Approval_Status
6960,Male,54,Single,3,Postgraduate,Unemployed,Professional,Rent,Urban,61859,3216,355,1,41998,27139,0,14159,93,Education,7.74,Unsecured,Yes,6,23,0.05,0
6961,Female,29,Married,0,Graduate,Employed,Business,Own,Urban,132610,798,728,2,43641,9921,0,25436,229,Vehicle,4.2,Secured,No,6,8,0,1
6962,Male,44,Single,1,High School,Employed,Professional,Rent,Urban,51368,4451,844,1,38165,11735,0,20000,14,Education,11.9,Secured,Yes,2,22,0.6,1
6963,Female,53,Married,1,Graduate,Unemployed,Business,Own,Suburban,66002,1234,332,2,2385,5936,0,19953,78,Home,11.62,Unsecured,Yes,9,29,0.16,0
6964,Male,29,Single,1,Graduate,Employed,Professional,Own,Rural,100579,4339,731,0,3355,29162,0,23417,103,Education,14.37,Secured,No,3,13,0.38,0
6965,Male,26,Single,0,High School,Unemployed,Freelancer,Other,Urban,124101,3227,828,2,40641,29389,0,21928,210,Home,13.66,Secured,Yes,8,25,0.38,1
6966,Female,38,Married,2,Graduate,Employed,Professional,Own,Urban,77455,3652,773,1,37859,2731,0,23215,227,Vehicle,7.63,Secured,Yes,9,5,0.21,1
6967,Female,64,Divorced,0,High School,Employed,Freelancer,Own,Urban,62745,3796,309,2,30635,29677,0,17945,151,Vehicle,4.98,Unsecured,Yes,8,21,0.59,0
6968,Female,30,Married,1,Graduate,Unemployed,Business,Own,Urban,121003,2298,728,1,38952,20980,0,34024,24,Home,4.49,Secured,No,6,8,0.58,1
6969,Female,26,Single,3,High School,Employed,Business,Rent,Urban,53342,2832,706,1,31517,23316,0,20000,211,Vehicle,12.41,Secured,Yes,2,29,0.42,1
6970,Female,33,Married,2,Graduate,Employed,Salaried,Own,Urban,79118,1636,713,0,681,26940,0,22935,52,Personal,11.29,Unsecured,Yes,3,28,0.9,0
6971,Male,35,Single,0,Graduate,Self-Employed,Freelancer,Other,Suburban,129005,3723,848,0,44445,13387,0,22786,34,Personal,9.6,Secured,No,3,6,0.93,1
6972,Male,46,Married,1,Graduate,Employed,Professional,Own,Urban,95679,1778,825,2,6994,20753,0,27207,29,Personal,10.3,Unsecured,Yes,6,16,0.22,1
6973,Female,29,Single,2,Postgraduate,Self-Employed,Professional,Own,Urban,73927,4605,716,2,10174,21268,0,21514,164,Education,14.94,Unsecured,Yes,6,29,0.88,1
6974,Male,35,Single,0,Graduate,Self-Employed,Professional,Own,Urban,113660,2493,728,2,25099,26110,0,21661,205,Personal,8.8,Unsecured,No,6,24,0.54,1
6975,Male,27,Married,1,Graduate,Self-Employed,Salaried,Rent,Urban,117146,1492,837,1,10468,6404,0,26068,162,Home,9.77,Unsecured,Yes,9,20,0.29,0
6976,Female,38,Single,2,Graduate,Self-Employed,Freelancer,Other,Suburban,95170,4148,754,0,25407,28920,0,20854,218,Education,4.06,Secured,Yes,7,23,0.63,1
6977,Male,26,Married,0,Graduate,Self-Employed,Business,Own,Rural,54764,749,315,1,1914,23124,0,8553,76,Personal,5.63,Unsecured,No,2,28,0.94,0
6978,Female,36,Divorced,3,Postgraduate,Employed,Freelancer,Own,Urban,50405,4591,580,1,305,26914,0,7728,70,Home,10.13,Secured,Yes,0,22,0.49,0
6979,Male,34,Divorced,2,High School,Self-Employed,Professional,Own,Urban,26132,3217,488,1,5052,12293,0,5741,61,Education,14.69,Unsecured,No,8,6,0.51,0
6980,Female,41,Single,3,High School,Employed,Business,Own,Urban,95438,1105,759,0,10025,4016,0,20445,25,Personal,6.72,Secured,Yes,4,21,0.58,1
6981,Male,38,Single,0,Graduate,Employed,Professional,Own,Urban,68872,4152,792,1,9037,279,0,20352,138,Home,3.68,Secured,Yes,2,7,0.41,1
6982,Male,48,Married,0,Graduate,Self-Employed,Salaried,Own,Urban,104217,3189,806,2,45542,10106,0,21307,160,Personal,11.21,Secured,No,1,25,0.19,1
6983,Female,31,Married,0,High School,Self-Employed,Freelancer,Rent,Suburban,26284,4547,479,1,44429,24885,1,10176,135,Home,4.87,Secured,Yes,9,6,0.6,0
6984,Female,27,Married,0,Graduate,Employed,Freelancer,Rent,Urban,31595,1781,495,1,27277,9976,0,10297,61,Home,10.99,Unsecured,Yes,1,18,0.63,0
6985,Male,24,Single,2,Postgraduate,Unemployed,Business,Own,Urban,35696,1691,409,2,45893,8586,0,13253,39,Home,6.03,Secured,Yes,5,8,0.04,0
6986,Female,37,Single,3,High School,Employed,Professional,Rent,Urban,60081,3264,700,0,41767,26486,0,20000,115,Education,13.08,Unsecured,Yes,1,9,0.17,0
6987,Male,27,Single,1,Postgraduate,Self-Employed,Business,Rent,Urban,146698,1403,743,1,21767,28372,0,28318,187,Home,5.02,Unsecured,Yes,8,11,0.62,1
6988,Female,30,Single,0,High School,Self-Employed,Professional,Rent,Urban,71394,2911,793,1,20377,18588,0,20505,135,Home,11.55,Unsecured,Yes,5,15,0.46,0
6989,Female,34,Married,3,High School,Employed,Professional,Rent,Suburban,132386,921,781,0,11575,3831,0,35419,219,Education,11.12,Secured,Yes,0,24,0.22,1
6990,Male,29,Single,0,High School,Self-Employed,Business,Own,Urban,129524,1427,711,1,22904,7936,1,27160,46,Home,7.84,Secured,No,7,18,0.89,1
6991,Male,46,Single,3,Postgraduate,Employed,Salaried,Own,Urban,27766,3339,574,1,21006,5156,0,6670,68,Education,14.25,Secured,Yes,1,27,0.3,0
6992,Male,30,Single,3,Graduate,Employed,Business,Own,Urban,55876,3467,789,0,38710,25874,0,20000,237,Home,13.76,Secured,No,7,25,0.32,1
6993,Male,32,Married,0,High School,Employed,Professional,Rent,Urban,142430,2048,789,1,20532,15292,0,25107,225,Education,6.96,Secured,No,4,16,0.75,1
6994,Male,49,Single,2,Postgraduate,Self-Employed,Salaried,Own,Urban,89246,4893,768,1,477,10022,1,25327,159,Personal,3.76,Unsecured,Yes,5,18,0.82,1
6995,Female,22,Divorced,3,Postgraduate,Employed,Salaried,Own,Urban,59220,2528,342,1,20713,8432,0,12096,115,Education,12.28,Unsecured,Yes,1,17,0.71,1
6996,Male,34,Married,2,Postgraduate,Employed,Professional,Own,Urban,130764,785,727,2,8625,14288,0,31498,239,Vehicle,3.72,Secured,Yes,1,8,0.89,1
6997,Female,47,Married,2,High School,Employed,Freelancer,Own,Suburban,137286,4059,812,0,32745,18530,0,20747,108,Personal,12.46,Unsecured,No,1,25,0.59,1
6998,Female,18,Married,0,Postgraduate,Employed,Professional,Other,Urban,40717,1917,512,2,45736,19105,1,5591,65,Personal,11.44,Secured,No,1,18,0.54,0
6999,Female,37,Single,3,Graduate,Unemployed,Business,Other,Suburban,93899,633,765,2,16302,18366,0,21096,144,Vehicle,4.74,Secured,No,1,13,0.54,0
7000,Female,29,Single,1,Graduate,Self-Employed,Freelancer,Other,Urban,62902,1412,749,0,23097,24858,0,20000,29,Personal,14.66,Secured,Yes,9,17,0.78,0
7001,Female,43,Divorced,2,High School,Employed,Professional,Own,Rural,79431,2748,833,1,31785,1313,1,20000,183,Vehicle,4.27,Unsecured,No,2,26,0.57,1
7002,Female,40,Single,0,Graduate,Employed,Salaried,Own,Rural,86614,4995,843,0,22387,23238,0,20369,152,Education,13.4,Secured,Yes,7,28,0.91,1
7003,Male,67,Married,2,High School,Unemployed,Salaried,Own,Suburban,69705,3664,425,2,11692,16441,0,19002,88,Education,6.83,Unsecured,Yes,5,26,0.57,1
7004,Male,68,Married,3,High School,Unemployed,Professional,Own,Urban,62590,4975,402,1,30465,12130,0,12556,123,Vehicle,9.25,Unsecured,No,6,21,0.48,0
7005,Female,34,Married,0,High School,Employed,Freelancer,Rent,Urban,97991,4692,774,2,48576,16030,0,26323,123,Home,9.23,Unsecured,No,0,17,0.99,1
7006,Male,49,Married,2,High School,Unemployed,Business,Rent,Suburban,144532,1989,729,1,38623,16032,0,25408,114,Vehicle,9.46,Secured,No,5,27,0.41,1
7007,Male,49,Married,1,High School,Self-Employed,Freelancer,Rent,Urban,99054,1750,848,2,8081,1538,0,25135,104,Vehicle,6.24,Unsecured,Yes,8,13,0.96,1
7008,Male,26,Married,1,Graduate,Self-Employed,Freelancer,Own,Urban,69472,4094,702,2,10634,23078,0,20398,159,Home,9.8,Unsecured,No,7,7,0.75,1
7009,Male,33,Married,1,Graduate,Self-Employed,Professional,Own,Suburban,85320,899,782,2,25029,8519,0,24499,229,Education,6.68,Secured,Yes,3,28,0.26,1
7010,Male,43,Married,0,High School,Employed,Business,Other,Suburban,112164,2718,731,2,42198,14707,0,26341,173,Education,6.44,Secured,Yes,3,15,0.86,1
7011,Female,36,Single,2,High School,Self-Employed,Salaried,Other,Urban,128797,4785,713,0,11393,8962,0,33032,224,Home,10.79,Unsecured,No,8,14,0.97,1
7012,Male,61,Single,0,High School,Employed,Salaried,Rent,Urban,22751,1029,313,1,38232,3066,0,5576,165,Home,9.92,Secured,No,7,12,0.31,0
7013,Female,27,Single,0,Graduate,Employed,Freelancer,Rent,Urban,61101,4319,822,2,38715,12463,0,20000,193,Education,10.85,Secured,No,2,22,0.74,1
7014,Female,45,Married,0,Postgraduate,Employed,Business,Own,Urban,104835,3000,738,1,17813,15877,0,29675,195,Home,12.6,Unsecured,Yes,5,15,0.43,0
7015,Male,37,Married,1,Graduate,Self-Employed,Freelancer,Rent,Urban,126742,2506,708,2,42317,3538,0,24145,230,Personal,7.44,Unsecured,Yes,7,5,0.62,1
7016,Female,53,Single,3,Graduate,Employed,Freelancer,Rent,Urban,56011,2686,302,2,1521,11290,0,16997,212,Personal,14.88,Secured,No,4,27,0.89,0
7017,Female,25,Single,3,High School,Unemployed,Business,Own,Urban,104319,3620,756,1,23510,16035,0,20714,100,Personal,9.63,Unsecured,No,7,14,0.32,1
7018,Male,25,Single,1,Graduate,Employed,Freelancer,Rent,Urban,123334,3443,822,1,20608,7871,1,32473,61,Home,7.41,Secured,Yes,3,22,0.09,1
7019,Female,45,Single,3,Postgraduate,Employed,Salaried,Own,Urban,57383,1740,804,0,2558,14015,0,20000,181,Personal,14.06,Unsecured,Yes,0,23,0.21,0
7020,Male,21,Single,3,Graduate,Self-Employed,Salaried,Own,Suburban,29018,3719,406,2,7706,12206,0,9484,47,Home,6.36,Secured,No,3,14,0.91,0
7021,Female,48,Married,2,High School,Unemployed,Business,Own,Urban,79662,3230,807,2,4553,9297,0,21148,199,Vehicle,3.51,Secured,Yes,0,19,0.42,1
7022,Male,19,Single,3,Graduate,Employed,Professional,Own,Suburban,51857,3879,458,1,46068,9169,1,19115,197,Home,7.83,Unsecured,No,5,18,0.76,0
7023,Male,25,Married,0,High School,Employed,Business,Own,Suburban,46678,4968,586,0,43057,7432,0,8501,177,Education,4.47,Unsecured,Yes,4,8,0.82,0
7024,Female,33,Married,2,Postgraduate,Self-Employed,Professional,Rent,Urban,39348,3447,420,2,897,3543,0,10879,185,Vehicle,14.93,Secured,Yes,7,6,0.25,0
7025,Female,46,Married,0,Graduate,Employed,Freelancer,Own,Suburban,89186,4815,717,1,30904,14559,1,22203,178,Vehicle,10.72,Secured,No,2,19,0.24,1
7026,Female,34,Married,1,Postgraduate,Employed,Salaried,Rent,Urban,149412,4793,805,0,26788,4255,0,23775,141,Home,13.48,Unsecured,Yes,5,9,0.8,1
7027,Female,33,Single,0,Postgraduate,Employed,Professional,Own,Rural,56780,1478,803,0,47714,24241,0,20000,95,Personal,4.13,Unsecured,Yes,2,22,0.31,1
7028,Male,24,Single,0,Graduate,Unemployed,Salaried,Rent,Urban,39461,4011,360,0,14789,17457,0,15218,58,Home,11.64,Unsecured,No,2,29,0.47,0
7029,Male,32,Married,1,High School,Self-Employed,Freelancer,Own,Urban,73539,4556,746,1,33262,21942,0,20771,59,Personal,13.92,Unsecured,Yes,2,21,0.98,1
7030,Female,41,Single,1,High School,Unemployed,Professional,Rent,Suburban,65062,2110,835,0,3129,23219,1,20000,63,Home,13.76,Secured,Yes,4,15,0.72,0
7031,Male,35,Married,0,Graduate,Employed,Freelancer,Own,Urban,126556,4526,731,0,39685,16160,1,20278,154,Vehicle,9.01,Unsecured,Yes,6,8,0.43,1
7032,Female,35,Married,1,Postgraduate,Employed,Salaried,Own,Urban,133053,3739,714,1,25909,26016,0,26510,88,Personal,5.32,Unsecured,Yes,2,9,0.68,1
7033,Female,47,Married,1,High School,Employed,Professional,Own,Urban,61833,1290,778,2,46051,1030,0,20000,13,Personal,13.14,Unsecured,No,1,5,0.79,1
7034,Male,39,Married,3,High School,Employed,Professional,Own,Urban,133596,1865,711,0,47610,27202,0,29032,86,Home,9.56,Secured,Yes,7,29,0.38,1
7035,Female,31,Married,2,High School,Employed,Freelancer,Rent,Urban,127393,4252,840,1,24603,20954,0,35400,235,Home,4.87,Secured,No,3,10,0.21,1
7036,Male,20,Divorced,2,High School,Employed,Professional,Other,Urban,48449,2935,378,2,32607,8247,0,7458,234,Education,4.47,Unsecured,No,3,29,0.94,0
7037,Male,47,Single,3,High School,Unemployed,Business,Own,Suburban,89629,1627,703,0,1953,11874,0,22067,135,Vehicle,6.81,Secured,Yes,3,20,0.28,0
7038,Male,40,Single,1,High School,Employed,Freelancer,Own,Urban,147618,4023,767,1,14341,6151,0,32863,128,Education,9.77,Secured,Yes,7,19,0.02,1
7039,Male,40,Married,0,High School,Self-Employed,Business,Rent,Urban,125091,1574,841,0,7427,20326,1,30919,124,Education,13.57,Secured,No,7,19,0.79,1
7040,Male,38,Married,0,Graduate,Self-Employed,Salaried,Own,Urban,59126,1870,833,1,22688,14028,0,20000,39,Education,6.42,Secured,No,8,18,0.44,0
7041,Male,69,Single,2,High School,Employed,Business,Own,Suburban,60865,1017,499,2,13513,26233,0,21124,214,Home,11.1,Unsecured,Yes,8,9,0.91,0
7042,Male,46,Married,0,Postgraduate,Employed,Business,Own,Suburban,139337,4045,710,2,21041,24847,0,21781,180,Home,3.93,Unsecured,Yes,7,6,0.85,1
7043,Female,42,Married,3,Postgraduate,Unemployed,Freelancer,Own,Urban,116003,2887,817,1,23703,21362,0,20083,192,Education,9.47,Unsecured,No,3,26,0.35,1
7044,Male,44,Married,3,High School,Employed,Salaried,Own,Suburban,148929,1389,742,2,31493,1748,1,44073,83,Home,4.39,Secured,Yes,9,22,0.05,1
7045,Female,27,Single,1,Postgraduate,Self-Employed,Salaried,Rent,Urban,60531,930,307,1,2952,3254,0,6355,51,Vehicle,4.72,Unsecured,Yes,3,22,0.61,1
7046,Male,28,Married,0,Postgraduate,Employed,Business,Own,Urban,149325,3753,847,1,48332,28089,0,20399,56,Home,6.22,Secured,No,6,16,0.3,1
7047,Female,48,Married,0,High School,Self-Employed,Business,Rent,Urban,22620,3171,591,2,10924,11321,1,8548,192,Home,10.91,Unsecured,Yes,0,24,0.76,1
7048,Male,38,Married,1,Graduate,Unemployed,Freelancer,Own,Suburban,149609,3553,723,2,25154,11273,0,27735,113,Home,8.14,Unsecured,Yes,8,17,0.96,1
7049,Male,29,Married,1,High School,Unemployed,Freelancer,Own,Suburban,117906,4405,807,2,34716,29529,0,25962,32,Home,3.64,Unsecured,No,2,13,0.15,1
7050,Male,30,Married,0,Postgraduate,Self-Employed,Professional,Rent,Urban,128127,2563,741,1,42257,8384,0,23641,190,Home,11.62,Secured,No,1,7,0.74,1
7051,Female,21,Married,1,Postgraduate,Self-Employed,Salaried,Own,Urban,40008,3451,400,0,42107,5560,0,13896,94,Vehicle,6.17,Unsecured,No,9,13,0.66,0
7052,Female,35,Married,0,High School,Unemployed,Salaried,Own,Suburban,66613,1974,702,2,49492,22521,0,20000,54,Home,7.27,Secured,No,0,23,0.63,1
7053,Male,42,Married,0,Postgraduate,Unemployed,Professional,Own,Urban,37661,4288,587,1,6481,7710,0,7698,145,Home,13.39,Unsecured,Yes,4,18,0.3,0
7054,Female,36,Divorced,0,Graduate,Self-Employed,Business,Rent,Rural,88537,3265,708,2,16412,29059,1,23736,195,Home,5.43,Unsecured,Yes,8,15,0.47,1
7055,Male,44,Married,2,Graduate,Employed,Professional,Own,Suburban,56902,4656,732,2,35376,20499,0,20000,126,Vehicle,11.2,Secured,Yes,5,24,0.67,0
7056,Female,35,Single,1,Graduate,Unemployed,Professional,Own,Suburban,64592,3519,718,0,15141,22050,0,20000,217,Home,7.02,Secured,Yes,5,18,0.24,0
7057,Female,56,Married,0,Postgraduate,Employed,Business,Own,Urban,60833,4989,388,0,49834,13476,1,20678,101,Education,14.62,Unsecured,Yes,4,16,0.99,0
7058,Male,35,Single,0,Graduate,Unemployed,Freelancer,Own,Urban,97833,2150,724,2,5349,25298,0,22817,124,Vehicle,7.89,Secured,Yes,8,5,0.22,0
7059,Male,24,Married,3,Graduate,Unemployed,Business,Own,Suburban,37054,4686,408,2,10479,3289,0,13416,205,Home,5.18,Unsecured,Yes,2,11,0.65,0
7060,Female,19,Married,2,Graduate,Employed,Salaried,Own,Urban,43525,4053,321,2,47829,13293,1,5016,139,Education,12.86,Unsecured,No,3,8,0.83,0
7061,Female,18,Married,2,High School,Self-Employed,Freelancer,Other,Rural,28112,2761,412,2,35400,12259,0,8778,97,Home,10.32,Unsecured,Yes,7,16,0.72,0
7062,Female,49,Single,3,Postgraduate,Employed,Business,Own,Rural,112857,3389,725,0,46003,22717,1,27909,222,Education,11.32,Unsecured,Yes,1,16,0.54,0
7063,Male,33,Single,3,High School,Employed,Freelancer,Other,Urban,69966,3960,707,1,20495,6344,0,20606,89,Personal,13.96,Unsecured,No,1,27,0.55,1
7064,Female,63,Married,0,Graduate,Employed,Salaried,Rent,Urban,41734,3454,392,1,43699,3908,0,6083,156,Education,14.75,Secured,No,9,5,0.7,0
7065,Male,44,Single,0,High School,Unemployed,Freelancer,Own,Urban,63174,3647,786,2,29360,7989,0,20000,69,Vehicle,6.66,Unsecured,Yes,9,6,0.82,1
7066,Female,28,Single,3,High School,Employed,Business,Own,Suburban,72376,1833,740,2,32626,1638,0,20622,114,Vehicle,8.29,Secured,No,8,7,0.29,1
7067,Female,34,Single,0,Graduate,Employed,Business,Rent,Urban,88787,3258,794,2,33325,29600,0,25414,89,Home,13.23,Unsecured,Yes,7,20,0.6,1
7068,Male,43,Single,2,Graduate,Self-Employed,Professional,Other,Urban,99139,3387,766,1,11256,1414,0,23238,219,Home,9.15,Secured,Yes,0,23,0.77,1
7069,Male,43,Single,0,Graduate,Unemployed,Freelancer,Own,Urban,58531,3505,733,2,16231,3600,1,20000,80,Home,12.6,Secured,No,8,20,0.25,1
7070,Male,45,Single,0,Graduate,Employed,Freelancer,Own,Urban,117414,4036,843,1,4851,11719,0,34285,174,Vehicle,7.59,Secured,No,6,19,0.82,1
7071,Female,45,Single,3,High School,Employed,Business,Rent,Rural,104706,4935,849,0,48361,15165,0,26256,21,Vehicle,12.08,Secured,Yes,4,16,0.42,0
7072,Female,44,Single,3,Graduate,Self-Employed,Freelancer,Rent,Rural,77863,805,761,1,31143,9922,0,20027,190,Vehicle,10.79,Unsecured,Yes,1,28,0.58,1
7073,Female,45,Single,3,Graduate,Employed,Salaried,Rent,Urban,91070,4155,738,2,23140,80,1,22975,122,Home,5.44,Secured,No,6,10,0.14,1
7074,Male,27,Single,2,High School,Employed,Salaried,Own,Suburban,145433,3084,845,2,25475,5820,0,32724,62,Home,6.77,Secured,Yes,6,24,0.43,1
7075,Male,46,Married,2,High School,Self-Employed,Business,Own,Urban,115378,3139,829,1,28879,3890,1,29886,47,Home,10.79,Secured,No,5,19,0.26,1
7076,Male,48,Married,3,Graduate,Employed,Salaried,Own,Urban,110174,4360,753,1,5266,20022,0,29338,82,Education,11.55,Secured,Yes,7,22,0.51,1
7077,Female,46,Single,1,High School,Self-Employed,Freelancer,Rent,Urban,124391,1788,721,1,8718,25560,0,34156,42,Home,13.15,Unsecured,No,9,28,0.95,1
7078,Female,47,Married,1,High School,Unemployed,Freelancer,Own,Urban,83601,1118,777,2,35212,21082,0,23064,80,Home,8.7,Secured,Yes,3,25,0.41,1
7079,Female,32,Divorced,2,Postgraduate,Self-Employed,Professional,Own,Urban,132825,741,772,1,1423,22154,0,23484,61,Personal,7.61,Secured,No,1,17,0.28,1
7080,Male,43,Single,0,High School,Employed,Salaried,Rent,Rural,46691,2118,540,0,19255,26753,0,12458,21,Education,10.02,Secured,No,6,10,0.47,0
7081,Female,39,Married,1,High School,Unemployed,Professional,Other,Urban,110132,3318,815,0,42735,240,0,23015,140,Vehicle,11.15,Secured,Yes,6,20,0.41,1
7082,Male,39,Married,1,Graduate,Employed,Professional,Rent,Rural,67387,907,469,1,12,14427,0,21152,225,Home,14.72,Unsecured,No,4,9,0.53,0
7083,Female,30,Single,2,High School,Unemployed,Business,Own,Urban,112880,2183,790,1,15459,5927,0,31992,120,Home,3.9,Secured,Yes,5,20,0.11,1
7084,Male,33,Married,0,High School,Employed,Professional,Own,Urban,57385,2810,744,2,49593,4969,0,20000,148,Home,12.74,Unsecured,Yes,9,23,0.84,1
7085,Female,45,Married,1,Postgraduate,Employed,Salaried,Rent,Rural,135822,4748,842,2,8815,5138,0,22749,14,Vehicle,13.98,Unsecured,No,0,23,0.75,1
7086,Female,28,Married,2,High School,Unemployed,Business,Own,Rural,51663,2514,701,2,41528,12665,0,20000,78,Vehicle,4.83,Secured,No,7,16,0.4,1
7087,Male,42,Married,1,High School,Unemployed,Professional,Own,Urban,146384,1211,739,0,24521,15362,0,21023,216,Education,3.7,Secured,Yes,8,7,0.16,1
7088,Male,40,Married,0,High School,Self-Employed,Business,Other,Urban,141213,1659,739,0,34316,6307,0,21088,202,Education,3.85,Secured,Yes,8,9,0.68,0
7089,Male,28,Married,1,High School,Employed,Professional,Own,Urban,88634,4800,775,2,28646,19213,0,25244,55,Education,3.97,Secured,No,2,15,0.49,0
7090,Male,26,Single,0,Postgraduate,Unemployed,Professional,Own,Urban,81649,2691,784,0,11206,15154,0,22457,122,Education,11.48,Unsecured,No,9,23,0,1
7091,Female,47,Single,3,High School,Unemployed,Professional,Own,Suburban,50626,1589,846,1,48956,23882,0,20000,121,Education,9.98,Secured,No,4,26,0.02,0
7092,Male,43,Married,0,Postgraduate,Self-Employed,Business,Own,Urban,21952,2425,357,2,36223,25923,0,8571,75,Home,12.6,Unsecured,Yes,1,6,0.95,0
7093,Female,46,Single,2,Graduate,Employed,Salaried,Own,Urban,89682,1570,810,0,32704,8884,0,25551,213,Personal,8.7,Unsecured,Yes,9,18,0.36,1
7094,Female,40,Single,0,High School,Employed,Professional,Rent,Rural,76244,3648,728,1,10175,16540,1,20395,141,Vehicle,9.11,Unsecured,No,2,11,0.58,0
7095,Female,30,Married,0,High School,Unemployed,Salaried,Own,Urban,57102,4493,807,2,32980,8141,0,20000,78,Education,10.43,Unsecured,Yes,6,17,0.95,1
7096,Male,41,Single,0,Graduate,Employed,Salaried,Own,Urban,119747,3986,783,0,26386,20877,0,35412,93,Vehicle,10.24,Unsecured,Yes,7,15,0.96,1
7097,Male,20,Married,1,Postgraduate,Employed,Salaried,Other,Suburban,51208,4145,497,0,18014,29547,0,14836,225,Home,9.36,Unsecured,Yes,0,5,0.26,0
7098,Male,37,Single,0,Graduate,Unemployed,Freelancer,Own,Urban,57428,697,843,0,48153,6286,0,20000,214,Education,5.24,Unsecured,No,1,9,0.05,0
7099,Male,26,Married,3,High School,Unemployed,Salaried,Rent,Urban,127855,2665,705,2,45794,1967,0,22175,36,Home,8.57,Unsecured,No,1,6,0.19,0
7100,Male,53,Single,2,Graduate,Employed,Freelancer,Rent,Suburban,23329,3120,478,2,25173,19102,1,6441,162,Home,14.72,Unsecured,No,4,15,0.15,0
7101,Male,33,Single,0,High School,Employed,Professional,Own,Urban,91454,2476,775,0,21169,22926,0,23907,67,Vehicle,9.79,Unsecured,Yes,2,5,0.61,1
7102,Male,48,Single,3,Graduate,Self-Employed,Salaried,Other,Urban,113146,2582,844,1,36029,9745,1,28789,207,Personal,5.6,Secured,Yes,3,27,0.78,1
7103,Male,66,Single,3,Graduate,Self-Employed,Freelancer,Rent,Urban,36910,2274,301,0,25967,22387,0,12202,118,Personal,13.73,Unsecured,No,6,16,0.21,0
7104,Female,37,Single,0,High School,Employed,Professional,Own,Urban,115557,2660,720,0,47515,2143,0,20600,102,Personal,12.36,Secured,No,3,5,0.39,1
7105,Female,31,Married,2,High School,Employed,Professional,Rent,Urban,52691,4823,820,1,20583,9896,0,20000,218,Home,6.54,Secured,No,1,18,0.17,1
7106,Male,38,Divorced,3,Postgraduate,Employed,Business,Rent,Suburban,111235,3983,808,2,44957,27227,0,28128,54,Personal,9.65,Unsecured,Yes,6,10,0.76,1
7107,Female,25,Single,3,Graduate,Employed,Business,Other,Urban,90896,1593,797,2,17218,13564,0,26550,120,Home,7.76,Unsecured,No,9,27,0.77,0
7108,Male,33,Married,2,High School,Employed,Business,Rent,Urban,51858,1260,801,2,45551,1542,1,20000,82,Vehicle,14.7,Unsecured,No,3,6,0.55,1
7109,Male,62,Single,3,High School,Self-Employed,Business,Rent,Urban,34513,2763,577,0,39133,9025,1,13670,211,Personal,5.29,Unsecured,No,2,6,0.01,0
7110,Male,33,Single,3,Graduate,Employed,Professional,Own,Urban,54012,4624,747,1,20729,3008,0,20000,66,Personal,9.88,Secured,No,7,26,0.58,0
7111,Female,52,Single,2,High School,Employed,Professional,Own,Suburban,56633,3098,562,1,23547,4190,0,14943,28,Education,13.83,Unsecured,No,3,13,0.92,0
7112,Male,35,Divorced,1,Graduate,Employed,Freelancer,Own,Rural,63030,2533,570,2,24925,13660,0,6027,122,Home,6.62,Unsecured,Yes,0,7,0.45,0
7113,Female,48,Married,1,High School,Employed,Business,Rent,Urban,88798,3102,806,2,15699,7188,0,20289,163,Vehicle,9.96,Unsecured,No,4,21,0.48,1
7114,Female,46,Married,2,Postgraduate,Self-Employed,Professional,Own,Urban,121637,4527,843,1,42999,25018,0,31986,237,Vehicle,4.58,Secured,No,6,24,0.79,1
7115,Male,37,Divorced,0,Graduate,Employed,Professional,Own,Suburban,90965,892,847,2,10124,21376,0,20938,160,Home,11.03,Secured,No,3,7,0.2,1
7116,Female,33,Single,1,Graduate,Unemployed,Salaried,Other,Urban,27154,3046,491,0,46084,16081,1,6523,159,Personal,3.87,Unsecured,No,0,9,0.91,0
7117,Female,64,Divorced,1,Graduate,Employed,Salaried,Own,Suburban,34104,2700,548,0,26825,18504,0,8976,228,Personal,14.43,Unsecured,Yes,1,7,0.36,0
7118,Male,43,Married,1,Graduate,Employed,Salaried,Own,Urban,122532,3809,740,0,37068,24170,0,35526,22,Home,12.11,Secured,Yes,5,6,0.14,1
7119,Male,45,Single,2,Graduate,Self-Employed,Professional,Rent,Urban,99806,3808,798,1,11574,25055,0,25852,20,Home,6.74,Unsecured,Yes,8,24,0.29,1
7120,Male,34,Single,1,Graduate,Employed,Professional,Own,Suburban,90213,4726,832,0,29334,27233,0,25421,153,Vehicle,5.03,Unsecured,No,4,19,0.31,1
7121,Male,26,Single,2,Graduate,Self-Employed,Business,Own,Suburban,27730,4359,360,0,35265,661,0,9157,162,Vehicle,13.24,Unsecured,No,0,16,0.48,0
7122,Male,36,Single,2,Postgraduate,Employed,Professional,Own,Urban,138265,2155,807,0,33400,9142,0,36981,42,Education,8.16,Unsecured,Yes,2,26,0.3,1
7123,Female,32,Single,2,Postgraduate,Unemployed,Professional,Other,Urban,140783,2314,813,0,38286,25263,0,25377,234,Vehicle,12.23,Secured,No,7,21,0.43,1
